1813124293,黑眼睛苏珊,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />不知道这个长期是指的多久？<br />长期工作和长期不工作都是有弊端的，但生活不只是工作和上班，要适时的劳逸结合。<br />现在我刚休息了一个月都有点慌，不过一想起天天朝九晚五的面对上班那些人和事，又会觉得烦躁。所以我给自己半年的休假期。在这半年尽量把自己想做没有做的事情 ...<a href=""/status/4648274668290532"">全文</a>",Tue Jun 15 08:55:03 +0800 2021,小米10 至尊纪念版
2024128473,滨州文旅,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 做一个心中有光的人吧！人生漫长而枯燥，有时风平浪静，有时暗涛汹涌。不管是顺境还是逆境，都要充满希望。只有心中有希望，未来才会光芒万丈。 <a data-url=""http://t.cn/A6VekN7n"" href=""https://video.weibo.com/show?fid=1034:4648269398343720"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class=""surl-text"">滨州文旅的微博视频</span></a> ",Tue Jun 15 08:54:04 +0800 2021,iPhone客户端
3697594187,桂林消防119,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%97%A9%E5%AE%89%23&isnewpage=1&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#早安#</span></a> ，小可爱们，早起上班、上学了哟<span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png"" style=""width:1em; height:1em;"" /></span>  <a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> ",Tue Jun 15 07:09:46 +0800 2021,Android
7306909315,香港研究生本科申请小锦鲤,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 节后上班第一天就推这个吗<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-f2bd11b506.png"" style=""width:1em; height:1em;"" /></span>，长期不上班会导致贫穷！不接受反驳哈哈哈哈 ",Tue Jun 15 08:53:31 +0800 2021,微博搜索
1939682450,金华交警,"啪！小长假，快乐，没了！<span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span><br /> 早上好啊 ！收假的第一天，大家要收心准备继续投入工作和学习呀~<br /><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> ",Tue Jun 15 08:51:36 +0800 2021,微博 weibo.com
2009850387,期待你回来啊,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>会很无聊，我上班不上班都一样，上班太清闲也不太好。哈哈 ",Tue Jun 15 08:51:09 +0800 2021,HUAWEI P20
3788169283,去楼顶,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 这个话题里那些长篇大论说什么不上班好滋润好幸福 全都是建立在有积蓄的基础上 所以没积蓄没钱不是富二代的人就别效仿了 躺平什么的不是我们这种基层劳动者该享受的 谁不想躺平 我也想躺平 当然得凭本事躺平 不上班吃啥喝啥 别再倡导躺平这种话题了 可能是袁爷爷把你们喂的 ...<a href=""/status/4648273594287353"">全文</a>",Tue Jun 15 08:50:48 +0800 2021,
3210924833,我爱这个世界2021,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>我香港姑妈一直不上班.躺平.因为香港失业比上班好.有房子分和每个月都有救济金.躺平人里面的人生赢家 ",Tue Jun 15 08:47:47 +0800 2021,iPhone客户端
1792120361,僧人月下敲门,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>应该会变得超级开心吧 ",Tue Jun 15 08:46:26 +0800 2021,iPhone 12
2009850387,期待你回来啊,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>会很无聊，我上班不上班都一样，上班太清闲也不太好。哈哈 ",Tue Jun 15 08:51:09 +0800 2021,HUAWEI P20
3788169283,去楼顶,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> 这个话题里那些长篇大论说什么不上班好滋润好幸福 全都是建立在有积蓄的基础上 所以没积蓄没钱不是富二代的人就别效仿了 躺平什么的不是我们这种基层劳动者该享受的 谁不想躺平 我也想躺平 当然得凭本事躺平 不上班吃啥喝啥 别再倡导躺平这种话题了 可能是袁爷爷把你们喂的 ...<a href=""/status/4648273594287353"">全文</a>",Tue Jun 15 08:50:48 +0800 2021,
3210924833,我爱这个世界2021,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>我香港姑妈一直不上班.躺平.因为香港失业比上班好.有房子分和每个月都有救济金.躺平人里面的人生赢家 ",Tue Jun 15 08:47:47 +0800 2021,iPhone客户端
1792120361,僧人月下敲门,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>应该会变得超级开心吧 ",Tue Jun 15 08:46:26 +0800 2021,iPhone 12
1969030412,哈俠,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>长期不上班的结果是什么？我大胆的告诉你，会得病…<br /><br />懒人病……<br />懒人病轻度患者<br />懒人病重症患者<br />懒人病绝症患者<br /><br />身边三个例子，我不是光挑极端恶劣的例子哈…<br /><br />1.昨天我微博说了，大家可以翻一个武汉本地拆迁户6套房子大叔的儿子，82年，初中毕业就一直没上班，后面搞网络 ...<a href=""/status/4648055736897838"">全文</a>",Mon Jun 14 18:25:07 +0800 2021,
5494728471,PhDJiangJiang,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />越活越久且越年轻吧<span class=""url-icon""><img alt=[打脸] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_dalian-306eefb12a.png"" style=""width:1em; height:1em;"" /></span> ",Tue Jun 15 08:38:17 +0800 2021,iPhone XS
6544455085,爱吃汤圆的虫虫,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />这得看我是什么情况下长期不上班啊<br />1.没人养我，自己没班上，那肯定很惨，饭都没的吃<br />2.有人养我，但捉襟见肘，还是要为了柴米油盐斤斤计较，活的也很累<br />3.钱够花，随便造，那这种结果肯定就是爽歪歪噻，随时去我想去的地方，见我想见的人，吃我想吃的美食，容光焕发，逍遥 ...<a href=""/status/4648270443318311"">全文</a>",Tue Jun 15 08:38:17 +0800 2021,
2519929382,悠然文案课,"<a  href=""https://m.weibo.cn/p/index?extparam=%E5%95%86%E4%B8%9A%E6%96%87%E6%A1%88%E5%86%99%E4%BD%9C&containerid=1008084709411de9e4114ececbfc3a4898fe7b&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">商业文案写作</span></a> 让你的潜在顾客说“是”。<br /> <br />很多销售在沟通的过程中，没有足够铺垫，没有确定的把握，就会问客户，“这个你感兴趣么？”、“你现在付款么？”……<br /> <br />但多半不是肯定的回应，或者是不了了之。销售的交流，一方面要有足够的铺垫，尤其是线上，我们很多的利益、价值，产品的卖点， ...<a href=""/status/4648269718750590"">全文</a>",Tue Jun 15 08:35:24 +0800 2021,商业文案写作超话
7003136217,我是一只喵1988,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>对我来说是很快乐的，也会有负能量的时候，以前读书的时候就一直经常想死，待在家里反而心理都变正常了， ",Tue Jun 15 08:31:40 +0800 2021,HUAWEI Mate 20 X
1420841140,天狼星alpha,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>一部分人就得更大力度从粉丝身上赚钱才能养活自己这样子<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>。。当然这也是正当职业之一，只要不骗，付出劳动 ",Mon Jun 14 19:08:07 +0800 2021,iPhone XR
6207834089,羊122222,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a>原本只是上班但是躺平，现在已经发展到不上班了<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span> ",Tue Jun 15 08:30:16 +0800 2021,iPhone客户端
5579099589,芜湖月老,"<a  href=""https://m.weibo.cn/p/index?extparam=%E8%8A%9C%E6%B9%96&containerid=100808327cbd6e37ebcb52ad748f3cd7d1b371&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://n.sinaimg.cn/photo/5213b46e/20180926/timeline_card_small_super_default.png'></span><span class=""surl-text"">芜湖</span></a><a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a> <br /> 假期结束 开工快乐<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span> ",Tue Jun 15 08:29:58 +0800 2021,芜湖超话
5720883282,社恐销售员的营业日常,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&extparam=%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E9%95%BF%E6%9C%9F%E4%B8%8D%E4%B8%8A%E7%8F%AD%E4%BC%9A%E5%AF%BC%E8%87%B4%E4%BB%80%E4%B9%88%E5%90%8E%E6%9E%9C%23"" data-hide=""""><span class=""surl-text"">#长期不上班会导致什么后果#</span></a><br />虽然不上班有<br />吧啦吧啦吧啦<br />这么多不好<br />可天知道<br />上班如上坟<br />一把鼻涕一把泪<br />最大的愿望不过如此⬇️ ",Tue Jun 15 08:27:01 +0800 2021,iPhone客户端
